"","PID","county","state","area","popdensity","popwhite","popblack","popamerindian","popother","percwhite","percblack","percamerindan","percasian","percother","popadults","perchsd","percollege","percprof","poppovertyknown","percpovertyknown","percbelowpoverty","percchildbelowpovert","percadultpoverty","percelderlypoverty","inmetro","category","total","asian","per","asianper"
"196",1198,"ALGER","MI",0.051,175.921569,8422,213,304,9,93.8698172,2.37405261,3.38831922,0.26749889,0.10031208,6009,73.0237976,16.2755866,3.82759195,8452,94.2041908,14.4817795,19.2080109,12.3091161,13.9679255,0,"AAR",8972,24,0.267498885421311,"small"
"197",1199,"ALLEGAN","MI",0.049,1847.12245,86760,1448,543,1347,95.8578705,1.5998409,0.59994034,0.45409849,1.48824979,55740,74.4384643,18.0660208,4.03659849,88882,98.2023887,9.49798609,11.8957846,7.93385737,10.4949449,1,"AAU",90509,411,0.454098487443238,"small"
"198",1200,"ALPENA","MI",0.034,900.147059,30372,35,93,20,99.2386865,0.1143604,0.30387192,0.2777324,0.0653488,20165,73.597818,18.9337962,4.23010166,30329,99.0981866,13.4755515,17.0423241,12.1669518,12.2930256,0,"AAR",30605,85,0.277732396667211,"small"
"199",1201,"ANTRIM","MI",0.031,586.612903,17895,23,211,32,98.4052791,0.12647787,1.16029695,0.1319769,0.17596921,12185,76.3807961,19.039803,5.01436192,17942,98.6637338,13.2148033,18.7581416,12.0375423,9.68128445,0,"AAR",18185,24,0.131976904041793,"small"
"200",1202,"ARENAC","MI",0.021,711,14695,10,139,49,98.4193959,0.06697475,0.93094903,0.25450405,0.32817628,9782,65.3956246,11.8278471,2.58638315,14664,98.2117742,20.6492089,28.9513678,18.2323366,16.0544649,0,"LHR",14931,38,0.254504051972406,"small"
"201",1203,"BARAGA","MI",0.054,147.296296,6971,49,918,6,87.6414383,0.61604224,11.5413628,0.12572291,0.07543374,5166,70.4800619,14.5760743,3.36817654,7700,96.8066382,16.8181818,22.3873442,14.2559291,15.8131683,0,"AAR",7954,10,0.125722906713603,"small"
"202",1204,"BARRY","MI",0.034,1472.26471,49429,104,188,192,98.7454302,0.20776315,0.37557185,0.28767205,0.38356274,31892,78.2641415,17.2519754,3.86303775,49091,98.0702,9.07498319,11.6531558,8.00437796,8.27717737,0,"AAR",50057,144,0.287672053858601,"small"
"203",1205,"BAY","MI",0.026,4297.03846,107747,1242,726,1580,96.4411983,1.11167799,0.64982143,0.38309032,1.41421193,71684,73.9872217,18.2258245,3.66190503,110453,98.86326,12.5302165,17.5860997,10.9708597,9.98930263,1,"AAU",111723,428,0.383090321598955,"small"
"204",1206,"BENZIE","MI",0.02,610,11863,30,237,35,97.2377049,0.24590164,1.94262295,0.28688525,0.28688525,8333,76.6470659,21.4208568,4.68018721,12077,98.9918033,12.8591538,18.6411745,11.3047574,10.3274559,0,"AAR",12200,35,0.286885245901639,"small"
"205",1207,"BERRIEN","MI",0.033,4890.24242,133259,24872,685,1075,82.5756919,15.4122619,0.42446926,0.92143911,0.66613789,102485,74.7270332,23.742011,6.30140996,158312,98.1001128,14.7057709,22.975087,11.852965,10.9998965,1,"AAU",161378,1487,0.92143910570214,"large"
"206",1208,"BRANCH","MI",0.029,1431.10345,40278,705,221,142,97.0507445,1.69871332,0.53250446,0.3758855,0.34215219,26446,73.7880965,16.066702,3.51281857,39759,95.8002024,14.0848613,20.8565121,11.6031599,10.717385,0,"AAR",41502,156,0.375885499494,"small"
"207",1209,"CALHOUN","MI",0.042,3237.66667,118737,14383,696,1098,87.3181745,10.5771352,0.51183245,0.78539807,0.80745981,86623,76.8387149,21.4885192,4.76778685,131766,96.8995897,14.2920025,21.3346103,12.370767,9.57053103,1,"AAU",135982,1068,0.785398067391272,"large"
"208",1210,"CASS","MI",0.03,1649.23333,44827,3725,469,265,90.6016937,7.52875073,0.94791519,0.38603796,0.5356024,31841,72.2778807,15.8443516,3.42639992,48946,98.9267741,11.8824827,17.7992278,9.57841732,10.2969621,0,"AAR",49477,191,0.386037957030539,"small"
"209",1211,"CHARLEVOIX","MI",0.022,975.818182,20993,17,378,39,97.7874045,0.07918763,1.7607602,0.19098193,0.18166574,13963,79.6963403,22.6527251,5.06338179,21250,98.9845351,10.3952941,13.8431922,8.11281337,12.0059289,0,"AAR",21468,41,0.190981926588411,"small"
"210",1212,"CHEBOYGAN","MI",0.048,445.791667,20837,15,478,11,97.3782597,0.07010001,2.23385363,0.26638004,0.05140667,14207,73.5412121,14.6477089,3.01259942,21097,98.5933265,15.5614542,21.159054,13.3028806,14.1585593,0,"AAR",21398,57,0.266380035517338,"small"
"211",1213,"CHIPPEWA","MI",0.078,443.641026,28353,2184,3820,95,81.9356144,6.31140909,11.0391862,0.43925558,0.27453474,21848,73.5948371,16.9397657,3.80812889,29486,85.2098023,17.0759004,20.9559748,16.1035046,14.3391521,0,"AAR",34604,152,0.439255577389897,"small"
"212",1214,"CLARE","MI",0.034,733.882353,24665,40,160,34,98.8497916,0.16030779,0.64123116,0.21240782,0.13626162,16401,66.9105542,12.0419487,2.76812389,24522,98.2766912,23.7134002,35.978586,22.1719457,13.5634167,0,"LHR",24952,53,0.212407823020199,"small"
"213",1215,"CLINTON","MI",0.034,1702.44118,56639,218,276,551,97.850837,0.37662181,0.47682394,0.34379697,0.95192025,35745,83.6844314,22.8647363,4.94614631,57463,99.2743984,6.01778536,7.36650485,4.98168716,7.71621622,1,"HLU",57883,199,0.343796969749322,"small"
"214",1216,"CRAWFORD","MI",0.034,360.588235,11802,264,145,7,96.2642741,2.15334421,1.18270799,0.34257749,0.05709625,8057,73.2034256,18.7787018,4.98945017,11569,94.3637847,14.5907166,20.8293153,12.8239203,10.9926169,0,"AAR",12260,42,0.34257748776509,"small"
"215",1217,"DELTA","MI",0.069,547.536232,36819,16,809,37,97.4563261,0.04235045,2.14134463,0.26204341,0.09793542,24476,76.8875633,18.912404,3.52590293,37242,98.5759661,14.6125342,18.591133,13.127551,13.1073145,0,"AAR",37780,99,0.262043409211223,"small"
"216",1218,"DICKINSON","MI",0.046,583.282609,26532,23,135,35,98.8856174,0.08572174,0.50314934,0.39506541,0.13044613,17972,78.5221456,20.4206544,3.80035611,26455,98.5986359,9.8998299,12.2511263,7.1444387,13.4107884,0,"AAR",26831,106,0.395065409414483,"small"
"217",1219,"EATON","MI",0.034,2731.73529,87549,3310,438,1023,94.2613508,3.56377653,0.4715813,0.60185833,1.10143305,58205,85.5304527,26.9787819,6.14723821,91580,98.6014061,6.81371478,8.91257154,5.70213714,7.35389086,1,"HLU",92879,559,0.601858331808051,"large"
"218",1220,"EMMET","MI",0.027,927.407407,24122,133,683,33,96.3338658,0.53115016,2.72763578,0.27555911,0.13178914,16448,81.535749,26.8725681,6.49319066,24581,98.1669329,8.51470648,10.2641509,7.11646468,10.1717902,0,"HAR",25040,69,0.27555910543131,"small"
"219",1221,"GENESEE","MI",0.037,11634.027,336651,84257,3132,3517,78.2074483,19.5737573,0.72759543,0.67416409,0.81703484,265430,76.7660023,20.1454244,4.80201936,425331,98.8087135,16.4631781,25.2357066,13.84395,9.70689451,1,"AAU",430459,2902,0.674164089959787,"large"
"220",1222,"GLADWIN","MI",0.031,706.322581,21694,19,114,29,99.0774571,0.08677384,0.52064304,0.18268177,0.13244428,14388,64.8040033,11.4331387,2.20322491,21641,98.8354037,22.3233677,33.1810193,20.1047987,14.9024246,0,"LHR",21896,40,0.182681768359518,"small"
"221",1223,"GOGEBIC","MI",0.068,265.470588,17486,243,283,14,96.8646133,1.34611123,1.56769333,0.14402836,0.07755373,12497,76.2743058,21.1730815,3.35280467,17385,96.3051185,14.8806442,19.5447798,13.5987339,13.257945,0,"AAR",18052,26,0.144028362508309,"small"
"222",1224,"GRAND TRAVERSE","MI",0.03,2142.43333,63019,259,555,122,98.0489475,0.40296859,0.86350412,0.49476452,0.18981532,41094,84.861537,30.9753249,7.0253565,62872,97.8202356,8.54911566,11.2048541,7.49803127,7.69153931,0,"HAR",64273,318,0.494764520093974,"large"
"223",1225,"GRATIOT","MI",0.033,1181.27273,37827,328,144,585,97.037094,0.84141399,0.36940126,0.25139808,1.50069263,23966,77.0675123,16.4441292,4.20595844,36654,94.0280129,14.0803187,19.1593729,12.4962511,10.7022876,0,"AAR",38982,98,0.251398081165666,"small"
"224",1226,"HILLSDALE","MI",0.034,1277.38235,42919,113,143,144,98.8211186,0.26018282,0.3292579,0.25788032,0.33156041,26657,75.211014,16.4684698,4.14900401,42138,97.0228639,12.8031705,16.4067013,11.2972735,11.509408,0,"AAR",43431,112,0.257880315903387,"small"
"225",1227,"HOUGHTON","MI",0.06,590.766667,34469,158,153,56,97.2436946,0.44574846,0.4316425,1.72092761,0.1579868,20646,73.9416836,24.7650877,7.32829604,32448,91.542064,21.0367357,21.1989796,23.6971485,14.5784943,0,"AHR",35446,610,1.72092760819274,"large"
"226",1228,"HURON","MI",0.05,699.02,34627,22,89,153,99.0729879,0.06294527,0.25464221,0.17166891,0.43775572,22798,67.9928064,14.3082727,3.08799017,34484,98.6638437,15.0098596,17.9445876,13.4359815,14.9548881,0,"LAR",34951,60,0.171668907899631,"small"
"227",1229,"INGHAM","MI",0.034,8291.52941,237183,27837,1941,7389,84.1337013,9.87435796,0.68851273,2.68239734,2.62103068,158966,83.8676195,36.7600619,12.8599826,261491,92.7562502,16.6181628,18.9472436,17.0660584,9.3982718,1,"HAU",281912,7562,2.68239734385198,"large"
"228",1230,"IONIA","MI",0.034,1677.17647,53141,3003,221,539,93.1905864,5.2662037,0.38755612,0.21043771,0.94521605,33466,77.2156816,15.116835,3.40046614,51695,90.654812,11.3299159,14.9650878,9.34628975,11.1096292,0,"AAR",57024,120,0.21043771043771,"small"
"229",1231,"IOSCO","MI",0.033,915.424242,28966,632,228,114,95.8853322,2.09209176,0.75474196,0.89046311,0.37737098,19194,76.3155153,16.2342399,3.63134313,29106,96.3487702,14.1585927,18.5825964,12.2557611,13.2756867,0,"AAR",30209,269,0.890463107021086,"large"
"230",1232,"IRON","MI",0.07,188.214286,13028,4,102,9,98.8842505,0.03036053,0.77419355,0.24288425,0.0683112,9594,72.9726913,15.4575777,3.28330206,12886,97.8064516,17.1193543,23.3241189,14.4561646,16.5122357,0,"AAR",13175,32,0.242884250474383,"small"
"231",1233,"ISABELLA","MI",0.034,1606.58824,52212,635,1020,301,95.5843585,1.16249268,1.86731107,0.83479789,0.55103984,26492,79.7448286,27.2497358,10.0030198,48498,88.7851494,24.8546332,21.2696866,28.4791467,13.966294,0,"AHR",54624,456,0.834797891036907,"large"
"232",1234,"JACKSON","MI",0.043,3482.69767,135557,11983,655,908,90.5185769,8.00168274,0.43737814,0.43604263,0.60631961,97049,77.6916815,21.2057826,4.08144339,140520,93.8326344,12.0132365,17.1500264,10.1758057,9.9349205,1,"AAU",149756,653,0.436042629343732,"small"
"233",1235,"KALAMAZOO","MI",0.033,6770.0303,197427,19879,1017,1920,88.3694178,8.89795041,0.45521483,1.41801433,0.85940263,134684,83.4241632,34.5571857,10.8520685,212670,95.192269,13.4748672,16.1371424,13.5013362,8.63585267,1,"HAU",223411,3168,1.4180143323292,"large"
"234",1236,"KALKASKA","MI",0.033,409,13321,10,114,29,98.6960065,0.07409054,0.84463214,0.17040824,0.21486256,8485,69.6169711,11.4555097,2.38067177,13321,98.6960065,14.2256587,17.2608361,12.5250501,14.2446634,0,"AAR",13497,23,0.170408238867897,"small"
"235",1237,"KENT","MI",0.05,10012.62,444112,40314,2756,8069,88.7104474,8.05263757,0.55050526,1.0746438,1.61176595,305356,80.2882537,28.6383762,6.46131073,489425,97.7616248,9.15135108,12.4240562,7.78036993,8.09425626,1,"HAU",500631,5380,1.074643799525,"large"
"236",1238,"KEWEENAW","MI",0.02,85.05,1688,1,4,2,99.2357437,0.05878895,0.23515579,0.35273369,0.1175779,1287,64.3356643,14.4522145,3.57420357,1696,99.7060553,20.5778302,21.8844985,21.2765957,19.0243902,0,"LHR",1701,6,0.352733686067019,"small"
"237",1239,"LAKE","MI",0.035,245.228571,7337,1146,81,10,85.4829314,13.3519748,0.94372597,0.10485844,0.11650938,5931,61.288147,11.3134379,2.00640701,8387,97.7164162,26.4099201,37.6986038,25.0707123,18.8764973,0,"LHR",8583,9,0.104858441104509,"small"
"238",1240,"LAPEER","MI",0.038,1967.57895,73049,483,319,635,97.7008881,0.64599829,0.42665311,0.3771667,0.84929382,45437,77.6019544,16.1542355,3.2572573,73344,98.0954419,8.19289921,10.8173406,6.89849757,7.908968,1,"AAU",74768,282,0.377166702332549,"small"
"239",1241,"LEELANAU","MI",0.021,787,15958,16,451,57,96.5571489,0.09681128,2.72886791,0.27228172,0.34489018,11127,85.099308,32.5963872,8.25918936,16422,99.364676,9.00621118,12.8336041,7.04916163,9.20502092,0,"HAR",16527,45,0.272281720820476,"small"
"240",1242,"LENAWEE","MI",0.043,2127.34884,86323,1431,303,2933,94.3668285,1.56434475,0.33123442,0.53128689,3.20630548,56323,76.3258349,18.7880617,4.58604833,87535,95.6917661,10.4015537,13.9918186,8.62787596,10.0333983,1,"AAU",91476,486,0.531286894923259,"large"
"241",1243,"LIVINGSTON","MI",0.034,3401.32353,113566,673,705,221,98.2022569,0.58195339,0.60962428,0.41506334,0.19110208,72343,85.5687489,27.5866359,6.47747536,114160,98.7158978,4.13104415,5.29198774,3.22646163,6.05403732,1,"HLU",115645,480,0.415063340395175,"small"
"242",1244,"LUCE","MI",0.055,104.781818,5418,2,331,6,94.0135346,0.03470415,5.74353635,0.10411244,0.10411244,3811,69.5880346,14.4056678,3.33245867,5566,96.5816415,17.6787639,22.9434447,16.8765743,12.8350934,0,"AHR",5763,6,0.104112441436752,"small"
"243",1245,"MACKINAC","MI",0.059,180.915254,8955,5,1691,12,83.8954469,0.0468428,15.8422335,0.10305415,0.11242271,7156,71.3806596,15.2878703,2.78088317,10570,99.0256699,16.4049196,22.2423146,14.9934567,12.9071661,0,"AAR",10674,11,0.103054150271688,"small"
"244",1246,"MACOMB","MI",0.028,25621.4286,693686,10400,2639,1563,96.6944522,1.4496794,0.36785615,1.27014218,0.21787009,472323,76.9287119,20.6866911,4.43001929,710217,98.9987455,5.19306071,7.35610433,4.10136736,5.95219197,1,"ALU",717400,9112,1.27014218009479,"large"
"245",1247,"MANISTEE","MI",0.032,664.53125,20851,54,189,117,98.053139,0.2539384,0.88878439,0.2539384,0.55019986,14619,73.295027,16.2528217,3.39284493,21000,98.7538208,17.6238095,25.9354583,15.3846154,14.1412138,0,"AAR",21265,54,0.253938396426052,"small"
"246",1248,"MARQUETTE","MI",0.11,644.427273,68027,1170,943,209,95.9654097,1.6505142,1.33028623,0.75895439,0.29483544,42386,81.7722833,26.763554,6.7994149,66398,93.6673861,12.6088135,14.2621599,11.84465,12.523891,0,"HAR",70887,538,0.758954392201673,"large"
"247",1249,"MASON","MI",0.029,880.586207,24957,155,188,162,97.7287857,0.60696245,0.73618671,0.29369151,0.63437365,16796,76.1252679,18.5401286,4.06644439,25147,98.4728042,14.0613194,20.0209958,12.4061605,10.7592659,0,"AAR",25537,75,0.293691506441634,"small"
"248",1250,"MECOSTA","MI",0.034,1097.29412,35739,978,258,146,95.7944677,2.62142168,0.69154069,0.50123298,0.39133698,19005,77.7426993,25.0460405,7.84530387,32627,87.4530932,25.0681951,25.5436141,28.2299641,13.1685725,0,"AHR",37308,187,0.501232979521818,"large"
"249",1251,"MENOMINEE","MI",0.064,389.375,24464,7,382,7,98.1701445,0.02808989,1.5329053,0.24077047,0.02808989,16514,74.282427,15.084171,2.65229502,24562,98.5634029,12.7514046,14.0686721,11.3086771,14.551258,0,"AAR",24920,60,0.240770465489567,"small"
"250",1252,"MIDLAND","MI",0.031,2440.35484,73466,719,334,328,97.1117368,0.95041705,0.4415011,1.06277511,0.43356995,47213,83.2440218,35.6088365,11.1854786,74135,97.9960609,11.0851824,14.5056449,10.1340285,8.30024213,1,"HAU",75651,804,1.0627751120276,"large"
"251",1253,"MISSAUKEE","MI",0.033,368.090909,12015,3,74,30,98.9133119,0.02469746,0.60920392,0.20581213,0.24697456,7628,69.3890928,13.280021,2.39905611,11973,98.5675475,17.2889,23.7570621,15.07431,13.2467532,0,"AAR",12147,25,0.205812134683461,"small"
"252",1254,"MONROE","MI",0.033,4048.48485,129421,2339,481,785,96.872006,1.7507485,0.36002994,0.42964072,0.58757485,82291,74.0882964,17.4296096,4.00529827,132283,99.0142216,8.6398101,11.9992591,6.77596351,9.38262438,1,"AAU",133600,574,0.429640718562874,"small"
"253",1255,"MONTCALM","MI",0.042,1263.30952,51216,960,384,342,96.5265082,1.80930662,0.72372265,0.29589702,0.64456548,32959,73.3851148,14.160017,2.93698231,50918,95.9648693,15.3187478,19.1582873,13.6934028,13.7735631,0,"AAR",53059,157,0.295897020298159,"small"
"254",1256,"MONTMORENCY","MI",0.033,270.787879,8861,1,48,16,99.1606983,0.01119069,0.53715309,0.11190689,0.17905103,6279,67.5903806,13.4575569,2.7552158,8803,98.5116383,17.5167557,26.8328446,16.2082515,12.4022346,0,"LAR",8936,10,0.111906893464637,"small"
"255",1257,"MUSKEGON","MI",0.028,5677.96429,133931,21617,1338,1542,84.2423404,13.5970513,0.84159942,0.34909393,0.96991502,99720,74.2468913,19.0433213,3.44965905,154086,96.9197965,15.2551173,23.0023063,12.7038182,10.3740797,1,"AAU",158983,555,0.34909392828164,"small"
"256",1258,"NEWAYGO","MI",0.051,749.058824,36758,468,248,625,96.2200932,1.22506675,0.64918067,0.26961939,1.63604,23989,71.0742424,15.6946934,3.84759682,37725,98.7513743,15.8807157,21.3676748,13.1306466,14.869186,0,"AAR",38202,103,0.269619391654887,"small"
"257",1259,"OAKLAND","MI",0.055,19701.6727,970674,77488,3948,6379,89.5792881,7.15103102,0.36434378,2.31664686,0.58869021,717210,84.6344864,36.9635114,11.220563,1070844,98.8235424,6.04364408,8.45200666,4.94988864,6.47730339,1,"HLU",1083592,25103,2.31664685601223,"large"
"258",1260,"OCEANA","MI",0.03,748.466667,21211,58,242,893,94.464238,0.25830587,1.07775897,0.22267747,3.97701968,14069,73.3172223,16.9024096,3.91641197,22156,98.6728423,17.8868027,24.6226559,15.3972083,14.0566274,0,"AHR",22454,50,0.222677473946736,"small"
"259",1261,"OGEMAW","MI",0.032,583.78125,18489,18,140,15,98.9722178,0.09635458,0.74942455,0.10170762,0.08029549,12379,63.0341708,11.6568382,2.73850876,18364,98.3030887,21.7545197,30.5464927,19.9889197,15.6257046,0,"LHR",18681,19,0.101707617365237,"small"
"260",1262,"ONTONAGON","MI",0.078,113.512821,8723,4,109,3,98.5204427,0.04517732,1.231082,0.16941495,0.03388299,6198,74.5724427,15.9567602,2.66214908,8712,98.3962051,13.1887052,16.516374,11.8080357,12.8,0,"AAR",8854,15,0.169414953693246,"small"
"261",1263,"OSCEOLA","MI",0.034,592.529412,19899,57,117,30,98.7739502,0.28293458,0.58076045,0.21344187,0.14891294,12491,72.0598831,13.6658394,2.64190217,19853,98.545617,18.5463154,24.083319,16.2693393,16.2198036,0,"AHR",20146,43,0.213441874317482,"small"
"262",1264,"OSCODA","MI",0.033,237.636364,7781,2,41,13,99.2221372,0.0255037,0.52282581,0.06375925,0.16577404,5433,66.5746365,12.9210381,2.68728143,7718,98.4187707,17.8025395,24.3506494,17.0002669,13.5186057,0,"LHR",7842,5,0.0637592450905381,"small"
"263",1265,"OTSEGO","MI",0.031,579.258065,17737,18,103,17,98.774851,0.10023946,0.57359247,0.45664643,0.0946706,11358,79.4506075,20.0211305,4.43740095,17682,98.4685638,9.46725484,11.4552313,7.837492,11.080502,0,"AAR",17957,82,0.456646433145848,"small"
"264",1266,"OTTAWA","MI",0.033,5689.93939,179675,997,638,4007,95.6898939,0.53097439,0.33978101,1.30533424,2.13401645,110737,79.7709889,26.9656935,6.15963951,181937,96.894572,5.9866877,6.29788172,5.89117375,5.68246591,1,"ALU",187768,2451,1.3053342422564,"large"
"265",1267,"PRESQUE ISLE","MI",0.042,327.214286,13648,11,43,11,99.308739,0.08004075,0.31288656,0.21829295,0.08004075,9285,65.6758212,13.8933764,3.27409801,13627,99.1559339,14.6987598,16.6811468,12.5114434,16.7679558,0,"LAR",13743,30,0.218292949137743,"small"
"266",1268,"ROSCOMMON","MI",0.034,581.647059,19597,37,101,18,99.0948625,0.18709547,0.51072006,0.11630259,0.09101942,14435,69.3869068,13.363353,2.81260824,19602,99.1201456,18.0542802,26.0370913,17.9957969,13.0744236,0,"AHR",19776,23,0.116302588996764,"small"
"267",1269,"SAGINAW","MI",0.048,4415.54167,165430,36849,915,7480,78.0529003,17.3860323,0.43171374,0.60015287,3.52920083,131154,74.8128155,19.7081294,4.48709151,208790,98.5109415,17.2489104,26.2936776,14.5334371,10.8787742,1,"AAU",211946,1272,0.600152869127042,"large"
"268",1270,"ST CLAIR","MI",0.04,3640.175,140294,2987,745,1106,96.351137,2.05141236,0.51165123,0.32622058,0.75957887,91241,74.8008023,17.641192,4.07711446,144101,98.9657091,10.9326098,15.0850124,9.30644722,9.42984334,1,"AAU",145607,475,0.32622058005453,"small"
"269",1271,"ST JOSEPH","MI",0.029,2031.48276,56661,1600,226,168,96.1774142,2.71586916,0.38361652,0.4379339,0.28516626,36757,73.7601001,17.0117257,3.81423946,58033,98.506272,11.4917375,16.6746699,9.77610991,8.22842179,0,"AAR",58913,258,0.437933902534245,"small"
"270",1272,"SANILAC","MI",0.056,713,39232,39,195,391,98.2568624,0.09767582,0.48837908,0.17782008,0.97926267,25404,72.1461187,13.7970398,3.11368288,39486,98.8930074,14.2962063,18.7488829,11.9235869,14.1056347,0,"AAR",39928,71,0.177820076137047,"small"
"271",1273,"SCHOOLCRAFT","MI",0.075,110.693333,7755,7,519,8,93.4112262,0.08431703,6.25150566,0.15658877,0.09636232,5643,71.5931242,14.5667198,2.76448698,8218,98.9881956,16.6098807,20.7288216,15.3212121,14.8989899,0,"AAR",8302,13,0.156588773789448,"small"
"272",1274,"SHIAWASSEE","MI",0.031,2250.64516,68686,93,397,371,98.4463236,0.13329511,0.56901247,0.31962161,0.53174717,43097,78.7456203,17.2912268,3.4712393,69020,98.9250394,10.5882353,14.5300886,9.05735814,8.88030888,0,"AAR",69770,223,0.319621613874158,"small"
"273",1275,"TUSCOLA","MI",0.048,1156.20833,54051,478,345,418,97.3926988,0.8612923,0.62164402,0.37118455,0.75318029,34607,72.9505591,14.1243101,2.5572861,54175,97.6161303,12.8583295,17.2158102,11.4048489,10.0748013,0,"AAR",55498,206,0.37118454719089,"small"
"274",1276,"VAN BUREN","MI",0.037,1893.51351,63189,4690,646,1318,90.192692,6.69426206,0.9220668,0.30973451,1.88124465,43758,71.8405777,17.8047443,4.48146625,69093,98.6197545,15.1332262,21.0408367,12.4853114,13.4497364,1,"AAU",70060,217,0.309734513274336,"small"
"275",1277,"WASHTENAW","MI",0.041,6900.90244,236390,31720,1076,2027,83.5486345,11.2109763,0.38029667,4.14367863,0.7164139,167214,87.209803,48.0785102,20.7913213,261261,92.3389306,12.1629329,10.7978164,13.4554559,7.17477744,1,"HAU",282937,11724,4.14367862810449,"large"
"276",1278,"WAYNE","MI",0.035,60333.9143,1212007,849109,8048,20819,57.3952011,40.2099838,0.38111709,1.02780384,0.98589422,1324635,69.9515716,19.4104036,4.98575079,2084529,98.7139193,20.0653001,30.56427,17.0662258,13.2473501,1,"AHU",2111687,21704,1.02780383645872,"large"
"277",1279,"WEXFORD","MI",0.034,775.294118,26040,34,178,21,98.7860395,0.12898331,0.67526555,0.33004552,0.07966616,16597,74.6158944,18.2322106,3.59703561,26038,98.7784522,14.6401413,20.1308237,12.4565469,12.323275,0,"AAR",26360,87,0.330045523520486,"small"
"278",2009,"ADAMS","OH",0.035,724.885714,25212,47,67,15,99.3733002,0.18525088,0.26408104,0.11824524,0.05912262,15569,58.3852527,8.74173036,2.15813475,25028,98.6480627,28.5280486,35.0246846,25.7522586,26.1800599,0,"LHR",25371,30,0.118245240629065,"small"
"279",2010,"ALLEN","OH",0.024,4573.125,96177,12313,202,491,87.6288096,11.2186233,0.18404628,0.52116077,0.44736003,68893,76.1499717,17.3660604,3.47930849,104543,95.2512414,12.6665583,17.8579862,10.5679214,10.7444235,1,"AAU",109755,572,0.521160767163227,"large"
"280",2011,"ASHLAND","OH",0.025,1900.28,46686,460,49,41,98.2718336,0.96827836,0.10314269,0.57044225,0.08630307,29403,76.0024487,17.2669455,4.15943951,45486,95.7458901,11.3441498,17.2289909,9.15943446,8.67428431,0,"AAR",47507,271,0.570442250615699,"large"
"281",2012,"ASHTABULA","OH",0.041,2434.65854,95465,3138,196,672,95.6361888,3.14362709,0.19635147,0.35062762,0.67320504,63850,72.3790133,13.2435395,2.88332028,97541,97.7159115,16.117325,23.8186247,13.6699531,11.9077683,1,"AAU",99821,350,0.350627623445968,"small"
"282",2013,"ATHENS","OH",0.03,1984.96667,56163,1678,167,167,94.3139263,2.81784749,0.28044132,2.30734353,0.28044132,30179,74.6114848,29.1494085,12.0447994,51002,85.6471141,28.6733854,29.2581157,31.7442813,14.3249554,0,"AHR",59549,1374,2.30734353221717,"large"
"283",2014,"AUGLAIZE","OH",0.024,1857.70833,44225,66,50,67,99.1925535,0.14803185,0.11214534,0.3969945,0.15027476,27676,76.4561353,16.1764706,3.24468854,43911,98.4882808,6.26949967,8.14294535,5.28379951,6.08875129,1,"ALU",44585,177,0.396994504878322,"small"
"284",2015,"BELMONT","OH",0.031,2292.70968,69520,1308,81,36,97.8135464,1.84033543,0.11396573,0.18150097,0.05065143,48645,72.3424812,14.1576729,3.22746428,69952,98.4213636,17.4190874,25.849973,15.7629051,12.5753241,1,"AAU",71074,129,0.181500970819146,"small"
"285",2016,"BROWN","OH",0.028,1248.78571,34487,406,28,15,98.6300978,1.16112795,0.08007779,0.08579763,0.04289882,21769,64.9088153,11.4336901,3.1742386,34439,98.4928216,14.1554633,18.6900797,11.1457233,16.3148479,1,"LAU",34966,30,0.0857976319853572,"small"
"286",2017,"BUTLER","OH",0.028,10409.9643,274892,13134,379,415,94.3093671,4.50598499,0.13002652,0.91224411,0.14237732,176989,75.9736481,24.2252343,6.75917712,279692,95.9561409,10.6499292,13.1730731,10.0032732,8.52227905,1,"AAU",291479,2659,0.912244106779562,"large"
"287",2018,"CARROLL","OH",0.024,1105.04167,26254,135,65,38,98.9932506,0.50903058,0.2450888,0.10934731,0.14328268,17124,71.5253445,11.323289,3.07171222,26075,98.3183138,11.746884,14.6183522,10.9407318,9.75813178,1,"AAU",26521,29,0.109347309679122,"small"
"288",2019,"CHAMPAIGN","OH",0.026,1385.34615,34698,992,68,148,96.3324912,2.754102,0.18878925,0.31372331,0.41089425,23023,75.3898276,13.9121748,2.8971029,35404,98.2925678,8.82668625,12.3796568,6.82405567,9.93365922,0,"AAR",36019,113,0.313723312696077,"small"
"289",2020,"CLARK","OH",0.024,6147.83333,133242,13031,294,328,90.3041722,8.83170223,0.19925719,0.44256784,0.22230054,93950,73.360298,17.784992,4.60883449,143046,96.9487895,13.4166632,20.4814416,11.095735,10.4346131,1,"AAU",147548,653,0.442567842329276,"small"
"290",2021,"CLERMONT","OH",0.026,5776.42308,148084,1291,218,141,98.5997457,0.85959504,0.14515238,0.30162398,0.09388296,91613,72.7833386,19.6893454,4.5528473,148417,98.8214692,8.69374802,11.9078721,7.0066905,9.0945467,1,"AAU",150187,453,0.301623975443947,"small"
"291",2022,"CLINTON","OH",0.024,1475.625,34471,716,59,31,97.3344628,2.0217422,0.16659608,0.3896654,0.08753353,21969,74.3320133,15.7631208,3.77349902,34521,97.4756459,12.2505142,14.7371682,10.6142298,13.4121622,0,"AAR",35415,138,0.389665396018636,"small"
